title,tags
Patch Adams,"comedi drama nurs hospit doctor laughter meet patch adams, doctor look, act think like doctor met before. patch, humor best medicine, he' will anyth make patient laugh - even mean risk career. robinwilliam philipseymourhoffman bobgunton tomshadyac"
Anchorman 2: The Legend Continues,"comedi journal mustach tvnew newsroom gangwarfar aftercreditssting newsspoof tvnewsanchor 70 behind him, san diego' top rate newsman, ron burgundy, return take new york' first 24-hour news channel storm. willferrel stevecarel paulrudd adammckay"
Mr. Deeds,"comedi romanc lovelett newhampshir ferrari liar citycountrycontrast inherit billionair newyorkc kind fabl appletre corporatetakeov chryslerbuild longfellow deeds, small-town pizzeria owner poet, inherit $40 billion deceas uncle, quickli begin roll differ kind dough. move big city, deed find besieg opportunist gun piec pie. babe, televis tabloid reporter, pose innoc small-town girl exposé deeds. adamsandl winonaryd johnturturro stevenbril"
Super 8,"thriller sciencefict mysteri 1970 secret alien traincrash pistol firecrack duringcreditssting 1979 ohio, sever youngster make zombi movi super-8 camera. midst filming, friend wit horrifi train derail lucki escap lives. soon discov catastroph accident, seri unexplain event disappear soon follows. deputi jackson lamb, father one kids, search terrifi truth behind crash. joelcourtney ellefan rileygriffith j.j.abram"
Erin Brockovich,"drama biographi basedontruestori singlemoth waterpollut environmentallaw twice-divorc mother three see injustice, take bad guy win -- littl help push-up bra. erin goe work attorney come across medic record describ ill cluster one nearbi town. start investig soon expos monument cover-up. juliarobert albertfinney aaroneckhart stevensoderbergh"
How to Lose a Guy in 10 Days,"comedi romanc newyork bet journalist therapist advertisingexpert relationship advic columnist, andi anderson (kate hudson), tri push boundari write new piec get man leav 10 days. editor, lana (bebe neuwirth), love it, andi goe find man use experiment. enter execut ben berri (matthew mcconaughey), confid romant prowess think make woman fall love 10 days. andi ben meet, plan backfire. katehudson matthewmcconaughey kathrynhahn donaldpetri"
22 Jump Street,"crime comedi action highschool undercovercop buddycomedi aftercreditssting duringcreditssting make way high school (twice), big chang store offic schmidt jenko go deep undercov local college. jenko meet kindr spirit footbal team, schmidt infiltr bohemian art major scene, begin question partnership. crack case - figur matur relationship. two overgrown adolesc grow freshmen real men, colleg might best thing ever happen them. jonahhil channingtatum davefranco phillord christophermil"
Interview with the Vampire,"horror romanc pari sanfrancisco vampir plantat piti bite fangvamp vampir relat epic life stori love, betrayal, loneliness, dark hunger over-curi reporter. bradpitt tomcruis kirstendunst neiljordan"
Yes Man,comedi bungee-jump scooter carl allen stumbl across way shake free post-divorc blue dead-end job: embrac life say ye everything. jimcarrey zooeydeschanel rhysdarbi peytonre
Central Intelligence,"action comedi spi cia espionag highschoolreunion referencetofacebook account reunit old pal facebook, mild-mann account lure world intern espionage. dwaynejohnson kevinhart amyryan rawsonmarshallthurb"
Stepmom,"drama romanc divorc rebelliousdaught freezefram custodi schoolplay photoshoot jacki divorc mother two. isabel career mind girlfriend jackie’ ex-husband luke, forc role unwelcom stepmoth children. jacki discov ill, women realis must put asid differ find common ground celebr life fullest, chance. juliarobert susansarandon edharri chriscolumbu"
Daddy's Home,"comedi daddyshom stori mild-mann radio execut (ferrell) strive becom best stepdad ever wife' two children, complic ensu freewheeling, freeload real father arrives, forc stepdad compet affect kids. willferrel markwahlberg lindacardellini seanand"
Into the Woods,"fantasi comedi music witch cinderella princ fairytal music princess sondheim curs basedonstagemus beanstalk duringcreditssting redridinghood wood fill magic fairi tale characters, baker wife set end curs put neighbor, spite witch. merylstreep emilyblunt jamescorden robmarshal"
Inside Man,"crime drama thriller bankmanag kidnap nazibackground document ultimatum courtcas heist financialtransact bank robber dalton russel enter manhattan bank, lock door take hostages, work method without haste. detect frazier assign negotiate, mind occupi corrupt charg facing. armi polic surround bank, thief, cop high-profil 'fixer' enter high-stak negotiations. denzelwashington cliveowen jodiefost spikele"
Payback,"drama action thriller crime newyork heroin money crimin friend like these, need enemies? that' question bad guy porter left ask wife partner steal heist money leav dead -- think. five month endless reservoir bitter later, porter' partner crook cop tail learn bad payback be. melgibson kriskristofferson gregghenri brianhelgeland"
Congo,"action adventur drama mysteri sciencefict thriller gorilla kongo diamondmin diamond eight peopl embark expedit congo, mysteri expans unexplor africa human greed law natur gone berserk. thrill-seek -- ulterior motiv -- stumbl across race killer apes. lauralinney dylanwalsh erniehudson frankmarshal"
We Bought a Zoo,"drama comedi famili zoo benjamin lost wife and, bid start life over, purchas larg hous zoo – welcom news daughter, son happi it. zoo need renov benjamin set work head keeper rest staff, but, zoo soon run financi trouble. mattdamon scarlettjohansson thomashadenchurch cameroncrow"
Knowing,action adventur drama mysteri sciencefict thriller cataclysm code suspens endoftheworld timecapsul astrophysicist grievingwidow lexingtonmassachusett westfordmassachusett predict research number news teacher open time capsul dug son' elementari school; chill predict -- alreadi occur other -- lead believ famili play role event unfold. nicolascag rosebyrn chandlercanterburi alexproya
Failure to Launch,"comedi hotelmom romanticcomedi lie livingwithpar pretendrelationship tripp, attract man thirties, still live parent al sue. tripp' best friend demo ace also still live parents' home seem proud it. al sue happy, however, fascin friend whose adult son recent move away home reveal hire expert arrang matter happier result. matthewmcconaughey sarahjessicapark zooeydeschanel tomdey"
The Ring Two,drama horror thriller nun basedonnovel bathtub nightmar son sequel remak vision goodvsevil womanreport mentalinstitut videotap evilchild rachel keller must prevent evil samara take possess son' soul. naomiwatt simonbak elizabethperkin hideonakata
"Crazy, Stupid, Love.","comedi drama romanc soulmat midlifecrisi marriagecrisi woman lawschool crazi relationship cal weaver live american dream. good job, beauti house, great children beauti wife, name emily. cal' seemingli perfect life unravels, however, learn emili unfaith want divorce. 40 suddenli single, cal adrift fickl world dating. enter, jacob palmer, self-styl player take cal wing teach hit ladies. stevecarel juliannemoor ryangosl glennficarra johnrequa"
Garfield,"anim comedi famili competit moder lasagn garfield garfield, fat, lazy, lasagna lover, everyth cat could want. jon, effort impress liz - vet old high-school crush - adopt dog name odi bring home, garfield get one thing want. competition. billmurray breckinmey jenniferlovehewitt peterhewitt"
Christmas with the Kranks,"comedi famili holiday christma luther krank fed commerci christmas; decid skip holiday go vacat wife instead. daughter decid last minut come home, must put togeth holiday celebration. timallen jamieleecurti danaykroyd joeroth"
Moneyball,"drama underdog basedonnovel basebal teamwork sport partner meet oaklandcalifornia strategi voiceov statist stori oakland athlet gener manag billi beane' success attempt put togeth basebal team budget, employ computer-gener analysi draft players. bradpitt jonahhil philipseymourhoffman bennettmil"
Outbreak,"action drama sciencefict thriller river gener research armi serum monkey epidem medicalresearch deadli airborn viru find way usa start kill peopl epidem rate. col sam daniels' job stop viru spread small town, must quarantined, prevent reaction white house. dustinhoffman renerusso morganfreeman wolfgangpetersen"
Non-Stop,"action thriller mysteri airplan conspiraci airplanecrash cellphon hijack onenight mysterykil bill mark burned-out veteran air marshal service. view assign life-sav duty, desk job sky. however, today' flight routin trip. shortli transatlant journey new york london, receiv seri mysteri text messag order govern transfer $150 million secret account, passeng die everi 20 minutes. liamneeson juliannemoor scootmcnairi jaumecollet-serra"
Race to Witch Mountain,"adventur famili fantasi sciencefict thriller action spacecraft laser teleport telekinesi alien militari duringcreditssting supernaturalpow mountain taxi driver get bargain pick two teen runaways. pair possess supernatur powers, they'r also tri desper escap peopl made targets. dwaynejohnson annasophiarobb alexanderludwig andyfickman"
V for Vendetta,"action thriller fantasi detect vatican fascism satan fascist dystopia govern chancellor reveng personificationofsatan tortur hatr maskedvigilant catholic catholicpriest catholicguilt jesuit vengefulspirit activist irishcathol veng jesuitpriest gnostic occult world great britain becom fascist state, mask vigilant known 'v' conduct guerrilla warfar oppress british government. 'v' rescu young woman secret police, find alli continu fight free peopl britain. natalieportman hugoweav stephenrea jamesmcteigu"
